name,graduate_date,thesis_title,topics,institution,record_url,doi,thesis_pdf,linkedin,orcid,image,summary
Davide Di Marino,2019-01-01,Extraction and electrochemical valorization of lignin in novel electrolytes,biomass valorization; electrochemistry,RWTH,https://publications.rwth-aachen.de/record/771046,10.18154/RWTH-2019-09911,,https://www.linkedin.com/in/davide-di-marino-89284451/,https://orcid.org/0000-0001-6961-3129,,"In this thesis, electrochemical processes are applied to valorize lignin, with a particular focus on the role of the electrolyte. Main results regarded the successful depolymerization in the deep eutectic solvent and the formation of aromatic compounds with a high selectivity for guaiacol and vanillin."
Bandar A. Bawareth,2019-01-01,Modelling electrochemical lignin depolymerization into value-added products,biomass valorization; electrochemistry; membranes; filtration,RWTH,https://publications.rwth-aachen.de/record/755846,10.18154/RWTH-2019-02046,,,,,"Through the analysis, the objective was to manipulate the process parameters in order to maximize the aromatics production yield. The sensitivity study revealed that a membrane with a molecular weight cut-off (MWCO) of 750 Da and pore diameter of 1 nm is an optimum nano-filtration membrane for a continuous membrane reactor."
Said Alsayegh,2018-01-01,Hydrogen recovery and utilization from water splitting processes,hydrogen; membranes; gas separation; hollow fiber membranes,RWTH,https://publications.rwth-aachen.de/record/728648,10.18154/RWTH-2018-225811,,,,,"The scope of this thesis is to identify membrane-based processes to recover and utilize H2 generated from photocatalytic water splitting while maintaining safety and flammability constraints throughout the separation process. Through integration, the aim was to improve the overall process economics through the production of a more value-…"
John Linkhorst,2018-01-01,Mechanistic analysis of soft colloid filtration,filtration,RWTH,https://publications.rwth-aachen.de/record/749893,,,https://www.linkedin.com/in/john-linkhorst-2394b732/,https://orcid.org/0000-0002-8556-9217,,
Tao Luo,2017-01-01,Porous Ion Exchange Membranes for Vanadium Redox Flow Battery,redox flow batteries; membranes; ion-exchange membranes; porous media,RWTH,https://publications.rwth-aachen.de/record/707249,10.18154/RWTH-2017-09137,,https://www.linkedin.com/in/tao-luo-a8670231/,,,The resultant membranes have a symmetric cross-sectional structure with macropores (2 to 10 microns) distributed in the nanoporous membrane matrix.
Sebastian Koester,2017-01-01,Membrane-based enthalpy exchangers,membranes; gas separation,RWTH,https://publications.rwth-aachen.de/record/688743,10.18154/RWTH-2017-03998,,,,,"An optimization beyond this limit will only make sense if the impact of the stagnant layer is reduced simultaneously. A case study revealed that the actual saving potential of membrane spacers depends on multiple parameters like outer climate conditions, energy prices and the humidification technology of the corresponding building…"
Said Abdu,2017-01-01,Interface engineering of ion exchange membranes,ion-exchange membranes; membranes; bipolar membranes; layer-by-layer,RWTH,https://publications.rwth-aachen.de/record/710113,10.18154/RWTH-2017-10406,,,,,"Membrane surfaces are elaborately altered during membrane formation or in a separate step afterward with the objective of enhancing some desired performances or mitigating drawbacks that are inherent to membrane separation processes. At overlimiting current densities, the study further shows that polyelectrolyte multilayers allow…"
Robert Femmer,2017-01-01,Ion transport in electrolyte and polyelectrolyte systems,polyelectrolytes; bipolar membranes; filtration; membranes,RWTH,https://publications.rwth-aachen.de/record/709436,10.18154/RWTH-2017-09949,https://publications.rwth-aachen.de/record/709436/files/709436.pdf,,,,This thesis aims to increase the understanding of some of the processes happening at and around these interfaces by eliminating the electroneutrality condition from the set of commonly assumed simplifications. A fundamental study of the common assumption of the ideal bulk boundary condition with an artificial mixing model reveals a…
Jonas Löwenberg,2017-01-01,Hybrid processes utilizing powdered activated carbon adsorption and filtration for the removal of micropollutants and efficient water management,water treatment; filtration; membranes; fouling,RWTH,https://publications.rwth-aachen.de/record/685654,10.18154/RWTH-2017-02416,,,,,"In this thesis, two specific examples of the abovementioned development are addressed by the combination of powdered activated carbon (PAC) adsorption and filtration processes."
Daniel Menne,2017-01-01,Layer-by-layer design of nanofiltration membranes,filtration; membranes; layer-by-layer; polyelectrolytes,RWTH,https://publications.rwth-aachen.de/record/684806,,,,,,A new coating method involving constant flux permeation enables precise tailoring of the performance in terms of retention and permeability of the resulting membranes.
Gerrald Bargeman,2016-10-05,Transport phenomena during nanofiltration of concentrated solutions,filtration; membranes,Twente,https://research.utwente.nl/en/publications/transport-phenomena-during-nanofiltration-of-concentrated-solutio/,10.3990/1.9789036541954,https://research.utwente.nl/files/6047785/thesis_G_Bargeman.pdf,,,,In most scientific studies on nanofiltration either the development of new membrane materials or the characterization of membranes is reported. In the latter case most studies use single solute salt or sugar solutions and/or investigate nanofiltration of solutions with mixtures of ions at low concentrations relative to solution…
Anne Corine IJzer,2016-09-02,Adsorption materials for the recovery and separation of biobased molecules,biomass valorization; membranes,Twente,https://research.utwente.nl/en/publications/adsorption-materials-for-the-recovery-and-separation-of-biobased-/,10.3990/1.9789036541831,https://research.utwente.nl/files/6048101/thesis_A_IJzer.pdf,,,,In this thesis we studied several strategies to improve adsorption technology for the adsorption of biobased molecules. Furthermore this research shows that MMMs could be a good alternative for traditional packed beds for the adsorption of small molecules.
Tim Femmer,2016-01-01,Rapid prototyping of membranes and membrane devices,membranes; bioreactors; polymers,RWTH,https://publications.rwth-aachen.de/record/540792,,,https://www.linkedin.com/in/tfemmer/,,,"It involves a liquid photopolymer in a vat that is cured throughout light activation.This thesis describes how rapid prototyping, especially digital light processing, can be applied in the field of membrane technology. The developed membrane stirrer device for in-situ product recovery in a bioreactor is unique in function and design and…"
Serafin Stiefel,2016-01-01,Depolymerizing lignin in electrochemical membrane reactors,membranes; biomass valorization; electrochemistry,RWTH,https://publications.rwth-aachen.de/record/698589,,,,,,
S. Bannwarth,2016-01-01,Characterization of membranes and membrane processes by electrical impedance spectroscopy,impedance spectroscopy; membranes,RWTH,https://publications.rwth-aachen.de/record/689909,,,,,,
Jan Stodollick,2016-01-01,Hybrid membrane separation process for the continuous production of itaconic acid,membranes,RWTH,https://publications.rwth-aachen.de/record/687814,,,,,,
Hans Breisig,2016-01-01,Principles and applications of droplet formation in porous-wall channels,porous media,RWTH,https://publications.rwth-aachen.de/record/698588,,,,,,
Stefanie M. A. Kriescher,2015-01-01,Electrochemical CO2 reduction,electrochemistry; CO2 reduction; membranes,RWTH,https://publications.rwth-aachen.de/record/571497,,,https://www.linkedin.com/in/stefanie-kriescher-4aa730b0/,,,Membrane electrode assemblies (MEA) were applied when gaseous reactants were involved. The production of hydrocarbons with low current efficiency was achieved in both reactor types.
Stefanie Hoffmann,2015-01-01,A systematic investigation of transport phenomena in organic solvent nanofiltration,organic solvent nanofiltration; filtration; membranes; polymers,RWTH,https://publications.rwth-aachen.de/record/565633,,,,,,This work systematically investigates solvent as well as solute transport through adense PDMS-based polymeric OSN membrane.
Marina Lazar,2015-01-01,Silicone based membranes for organic solvent nanofiltration,membranes; filtration; organic solvent nanofiltration; polymers,RWTH,https://publications.rwth-aachen.de/record/571750,,,,,,"This thesis includes a study on silicone based membranes, as to their chemistry, their separation performance in organic solvents and influence of introduced functional groups. The measured results were used together with modelling approach to determine membrane specific parameters and their relevance in accurate predicting of the…"
Wojciech Ogieglo,2014-03-21,In-situ spectroscopic ellipsometry for studies of thin films and membranes,membranes; polymers,Twente,https://research.utwente.nl/en/publications/in-situ-spectroscopic-ellipsometry-for-studies-of-thin-films-and-/,10.3990/1.9789036536318,https://research.utwente.nl/files/6057993/thesis_W_Ogieglo.pdf,,,,This thesis explores the applicability of the technique to study fundamentals of various physical phenomena occurring in thin and ultra-thin polymer films in the presence of interacting penetrants.
Frederike Carstensen,2014-01-01,In situ product recovery from fermentation processes using reverse flow diafiltration,filtration; bioreactors; membranes,RWTH,https://publications.rwth-aachen.de/record/229377,,https://publications.rwth-aachen.de/record/229377/files/4920.pdf,,,,This thesis presents a novel ISPR process named reverse-flow diafiltration. As a result no net flux over the membrane occurs and cake-layer formation by particle accumulation is kept low.
Fee Pitsch,2014-01-01,A membrane distillation hybrid process for the separation of propylene and propane,gas separation; membranes,RWTH,https://publications.rwth-aachen.de/record/228839,,,,,,
Christian Abels,2014-01-01,Membrane separations in ionic liquid assisted processing of lignocellulosic biomass,membranes; biomass valorization; filtration,RWTH,https://publications.rwth-aachen.de/record/444991,,,,,,"In this thesis the conversion of cellulose to glucose downstream of the wood dissolution process in Ionic Liquid is discussed. The semi-empirical model, based on systematic experimental results, allows for the prediction of the glucose yield from the nanofiltration as a unit operation."
Marlon Susanne Liesbeth Tijink,2013-05-24,Membrane concepts for blood purification: towards improved artificial kidney devices,membranes; hollow fiber membranes; polymers; water treatment,Twente,https://research.utwente.nl/en/publications/membrane-concepts-for-blood-purification-towards-improved-artific/,10.3990/1.9789036535472,https://research.utwente.nl/files/6061215/thesis_M_Tijink.pdf,,,,The research presented in this thesis is about the fabrication and characterization of new membranes for blood purification. We show that MMMs can combine diffusion and adsorption of a uremic retention solute in one step and the MMMs show great potential for clearance of difficult to remove protein-bound toxins.
Jozef Kochan,2013-01-01,Layer by layer engineering of ultrafiltration membranes,filtration; membranes; layer-by-layer,RWTH,https://publications.rwth-aachen.de/record/211238,,,,,,
Sven Lyko,2012-01-01,Zeit- und anlagengrößenabhängiges Foulingverhalten in kommunalen Membranbelebungsanlagen,fouling; membranes,RWTH,https://publications.rwth-aachen.de/record/210527,,,,,,
Mark Ajhar,2012-01-01,Membrane-based removal of volatile methylsiloxanes from biogas,gas separation; membranes; polymers; water treatment,RWTH,https://publications.rwth-aachen.de/record/64099,,,,,,"It consists of the following:a) thorough overview of already established and still developing siloxane removal technologies,b) detailed investigation of a viable sampling and analytical method,c) screening of different elastomers to identify siloxane-selective membrane materials,d) design of a suitable membrane structure, i.e.…"
J.M. Jani,2011-12-02,Multiphase membrane contactors and reactors,membranes,Twente,https://research.utwente.nl/en/publications/multiphase-membrane-contactors-and-reactors/,10.3990/1.9789036532952,https://research.utwente.nl/files/6066388/thesis_J_Jani.pdf,,,,This thesis describes research work about multiphase contacting/reactions using porous membranes.
Szymon Maria Dutczak,2011-11-11,Solvent resistant nanofiltration membranes,filtration; membranes,Twente,https://research.utwente.nl/en/publications/solvent-resistant-nanofiltration-membranes/,10.3990/1.9789036532778,https://research.utwente.nl/files/6066327/thesis_S_Dutczak.pdf,,,,This thesis describes preparation and characterization of membranes for organic solvent filtration (OSF).
Mayur Ramesh Dalwani,2011-11-11,Thin film composite nanofiltration membranes for extreme conditions,filtration; membranes,Twente,https://research.utwente.nl/en/publications/thin-film-composite-nanofiltration-membranes-for-extreme-conditio/,10.3990/1.9789036532761,https://research.utwente.nl/files/6066496/thesis_M_Dalwani.pdf,,,,"The research presented in this thesis focuses on development and performance evaluation of thin film composite (TFC) nanofiltration (NF) membranes, with special attention to extreme pH applications. Performance evaluation of a well-known commercial NF membrane (NF-270, Dow Filmtec™) via this method reveals reversible changes with respect…"
H.C. Aran,2011-11-04,Porous ceramic and metallic microreactors - tuning interfaces for multiphase processes,membranes,Twente,https://research.utwente.nl/en/publications/porous-ceramic-and-metallic-microreactors-tuning-interfaces-for-m/,10.3990/1.9789036532686,https://research.utwente.nl/files/6066985/thesis_H_Aran.pdf,,,,"The aim of this research is to explore new concepts for multiphase gas-liquid-solid reactions within microreactors, using membrane technology."
Seyed Schwan Hosseiny,2011-01-01,Vanadium / Air Redox Flow Battery,redox flow batteries,Twente,,10.3990/1.9789036532259,,,,,
Sander Reijerkerk,2010-03-19,Polyether based block copolymer membranes for CO2 separation,membranes; polymers,Twente,https://research.utwente.nl/en/publications/polyether-based-block-copolymer-membranes-for-co2-separation-2/,10.3990/1.9789036529815,https://research.utwente.nl/files/62306369/thesis_S_Reijerkerk.pdf,,,,In this thesis two dierent design strategies to tune and signicantly increase the performance of polyether based multi-block copolymer membranes are investigated.
Matías Bikel,2009-12-18,Fundamental aspects of phase separation microfabrication,membranes; polymers,Twente,https://research.utwente.nl/en/publications/fundamental-aspects-of-phase-separation-microfabrication/,10.3990/1.9789090248516,https://research.utwente.nl/files/6082883/thesis_M_Bikel.pdf,,,,"In the research featured in this PhD thesis, the fundamental aspects of Phase Separation MicroFabrication (PSµF) were studied. This is achieved by phase separation of polymer solutions that are in contact with microstructured molds."
Piotr Edward Dlugolecki,2009-11-18,Mass transport in reverse electrodialysis for sustainable energy generation,ion-exchange membranes; membranes; electrochemistry,Twente,https://research.utwente.nl/en/publications/mass-transport-in-reverse-electrodialysis-for-sustainable-energy-/,10.3990/1.9789036529280,https://research.utwente.nl/files/6082816/Thesis_P_Dlugolecki.pdf,,,,Reverse electrodialysis (RED) is a promising and potentially attractive technology for the generation of sustainable energy from the mixing of salt and fresh water. The results of this work show the high potential of RED as renewable energy source and it also brings RED closer to practical implementation.
Bernke J. Papenburg,2009-06-19,Design Strategies for Tissue Engineering Scaffolds,tissue engineering; porous media; visualization,Twente,https://research.utwente.nl/en/publications/design-strategies-for-tissue-engineering-scaffolds/,10.3990/1.9789490122393,https://research.utwente.nl/files/6068752/thesis_B_Papenburg.pdf,,,,This thesis focuses on various aspects involved in scaffold design and the cell-scaffold interaction. Subsequent stacking of these sheets results in 3D scaffolds where the microchannels also provide space for nutrient perfusion throughout the complete scaffold.
Mustafa Hakan Yildirim,2009-03-20,Development of new membrane materials for direct methanol fuel cells,membranes; polymers,Twente,https://research.utwente.nl/en/publications/development-of-new-membrane-materials-for-direct-methanol-fuel-ce/,10.3990/1.9789036528115,https://research.utwente.nl/files/6084224/thesis_H_Yildirim.pdf,,,,Direct methanol fuel cells (DMFCs) can convert the chemical energy of a fuel directly into electrical energy with high efficiency and low emission of pollutants. In order to compete with Li-ion batteries for portable applications higher power densities must be achieved.
João Miguel de Sousa André,2009-02-06,Mixed Matrix Membranes A New Platform For Enzymatic Reactions,membranes,Twente,,,,,,,
Jens Potreck,2009-01-30,Membranes for Flue Gas Treatment: Transport behavior of water and gas in hydrophilic polymer membranes,membranes; polymers,Twente,https://research.utwente.nl/en/publications/membranes-for-flue-gas-treatment-transport-behavior-of-water-and-/,10.3990/1.9789036527859,https://research.utwente.nl/files/6068733/thesis_J_Potreck.pdf,,,,"Fossil fuel fired power plants produce electricity and in addition to that large volume flows of flue gas, which mainly contain N2, O2, and CO2, but also large quantities of water vapor. To prevent condensation of the water vapor present in this flue gas stream, water needs to be removed before emission to the atmosphere."
Wilbert J.C. van de Ven,2008-04-24,Towards optimal saving in membrane operation,membranes; filtration; hollow fiber membranes; water treatment,Twente,https://research.utwente.nl/en/publications/towards-optimal-saving-in-membrane-operation/,10.3990/1.9789090229928,https://research.utwente.nl/files/456147330/thesis_WJC_van_de_Ven.pdf,,,,"This work aims at the development of methods for fingerprinting filtration processes. The use of light scattering enabled not only the determination of particle size, but also the confrontation of the polymers and their interaction with the membrane."
Jorrit de Jong,2008-04-18,Application Of Membrane Technology In Microfluidic Devices,membranes; microfluidics,Twente,,,,,,,
Alisia Mariska Peters,2008-01-09,Micro-patterned interfaces affecting transport through and along membranes,membranes; polymers; simulation,Twente,https://research.utwente.nl/en/publications/micro-patterned-interfaces-affecting-transport-through-and-along-/,10.3990/1.9789036527583,https://research.utwente.nl/files/6084524/thesis_A_Peters.pdf,,,,It is the objective of this thesis to describe how micro-patterned polymeric surfaces can lead to enhanced transport through and along those surfaces. Lattice Boltzmann simulations have confirmed these results and gener-ated 2D and 3D flow profiles.
Dana Manuela Sterescu,2007-09-20,Fullerene and dendrimer based nano-composite gas separation membranes,membranes; gas separation; polymers,Twente,https://research.utwente.nl/en/publications/fullerene-and-dendrimer-based-nano-composite-gas-separation-membr-2/,10.3990/1.9789036525619,https://research.utwente.nl/files/6086519/thesis_Sterescu.pdf,,,,This thesis describes the development of new materials for membrane based gas separation processes.
Saiful,2007-05-24,Mixed matrix membrane adsorbers for protein and blood purification,membranes; filtration,Twente,https://research.utwente.nl/en/publications/mixed-matrix-membrane-adsorbers-for-protein-and-blood-purificatio-2/,10.3990/1.9789036525077,https://research.utwente.nl/files/6086565/thesis_Saiful.pdf,,,,"Biotechnology and bio-manufacturing markets are continuously growing, generating new sources of many valuable healthcare and life science products including therapeutic proteins and polysaccharides, monoclonals, vaccines, diagnostics, pharmaceutical chemicals and enzymes. These bioproducts have to be isolated and purified from complex…"
Jörg H. Balster,2006-12-13,Membrane module and process development for monopolar and bipolar membrane electrodialysis,membranes; bipolar membranes; fouling,Twente,https://research.utwente.nl/en/publications/membrane-module-and-process-development-for-monopolar-and-bipolar/,10.3990/1.9789036524520,https://research.utwente.nl/files/6070210/thesis_Balster.pdf,,,,This thesis aims to develop more efficient monopolar and bipolar membrane electrodialysis processes.
Zandrie Borneman,2006-11-15,Particle loaded membrane chromatography,membranes,Twente,https://research.utwente.nl/en/publications/particle-loaded-membrane-chromatography-2/,10.3990/1.9789036524339,https://research.utwente.nl/files/6086979/thesis_Borneman.pdf,,,,
Maik Jörn Geerken,2006-11-09,Emulsification With Micro- Engineered Devices,membranes,Twente,,10.3990/1.9789036524326,,,,,
Guillo Alexander Schrader,2006-03-31,Direct nanofiltration of wastewater treatment plant effluent,filtration; water treatment; membranes,Twente,https://research.utwente.nl/en/publications/direct-nanofiltration-of-waste-water-treatment-plant-effluent/,10.3990/1.9789036523325,https://research.utwente.nl/files/279528405/thesis_Schrader.pdf,,,,"Membrane technology, especially nanofiltration, is seen as a suitable technology to polish WWTP effluent to EU WFD standards and consequently produce an effluent quality suitable for agricultural or (in)direct potable usage. The objective of this study was to assess the potential of direct nanofiltration as technique for effluent…"
Tymen Visser,2006-01-01,Mixed gas plasticization phenomena in asymmetric membranes,membranes; gas separation,Twente,https://research.utwente.nl/en/publications/mixed-gas-plasticization-phenomena-in-asymmetric-membranes-2/,,https://research.utwente.nl/files/6086964/thesis_Visser.pdf,,,,This thesis describes the thorough investigation of mixed gas transport behavior of asymmetric membranes in the separation of feed streams containing plasticizing gases in order to gain more insights into the complicated behavior of plasticization.
Míriam Gironès i Nogué,2005-12-09,Inorganic And Polymeric Microsieves Strategies To Reduce Fouling,fouling; polymers,Twente,,10.3990/1.9789036522897,,,,,
Laura Vogelaar,2005-07-08,Phase separation micro molding,membranes,Twente,,10.3990/1.9789036522218,,,,,
Ronald H.S. Jansen,2005-01-01,"Ozonation of humic substances in a membrane contactor: mass transfer, product characterization and biodegradability",membranes; water treatment,Twente,https://research.utwente.nl/en/publications/ozonation-of-humic-substances-in-a-membrane-contactor-mass-transf-2/,10.3990/1.9789036521987,https://research.utwente.nl/files/6120122/thesis_Jansen.pdf,,,,The goal of the research was to investigate the degradation of concentrated humic substances by an ozonation/biofiltation system in a side-stream process. The humic substances were concentrated by ion-exchange adsorption and the research was mainly focused on the ozonation of humic substances.
Ines Frenzel,2005-01-01,Waste minimization in chromium plating industry,membranes,Twente,https://research.utwente.nl/en/publications/waste-minimization-in-chromium-plating-industry-2/,10.3990/1.9789036522090,https://research.utwente.nl/files/6119857/thesis_Frenzel.pdf,,,,"This thesis investigates three technologies for the treatment of chromic acid solutions, which could combine economical and practical aspects with conservation of nature and natural resources."
Nela Stafie,2004-11-24,Poly(Dimethyl Siloxane) – Based Composite Nanofiltration Membranes For Non-Aqueous Applications,filtration; membranes; gas separation,Twente,,10.3990/1.9789036521122,,,,,
Sybrandus Jacob Metz,2003-11-21,Water Vapor And Gas Transport Through Polymeric Membranes,membranes; polymers,Twente,,,,,,,
Gerard Frank Hermsen,2003-09-05,Conformational Properties Of Linear Polymers At A Porous Interface: A Monte Carlo Simulation Study,simulation,Twente,,10.3990/1.9789036519586,,,,,
Kitty Nijmeijer,2003-05-09,Gas-Liquid Membrane Contactors For Olefin/Paraffin Separation,membranes,Twente,,,,,,,
Maria Elena Avramescu,2002-12-19,Membrane adsorbers: development and applications,membranes,Twente,https://research.utwente.nl/en/publications/membrane-adsorbers-development-and-applications/,10.3990/1.9789036518383,https://research.utwente.nl/files/6080973/2002_Avramescu.pdf,,,,"Bioaffinity separation principally asks for membranes that show a good compatibility to the targeted biological fluids, provide coupling sites for (bio)ligands and posses a hydrophilic surface to reduce non-specific adsorption caused by hydrophobic atraction. Due to its good blood compatibility and very low water solubility, ethylene…"
L. de Geeter,2002-01-01,,membranes,Twente,,,,,,,
Bernd Krause,2001-11-09,Polymer nanofoams,polymers,Twente,https://research.utwente.nl/en/publications/polymer-nanofoams/,10.3990/1.9789036516471,https://research.utwente.nl/files/280589117/thesis_B_Krause.pdf,,,,
Alberto Figoli,2001-10-26,Synthesis of nanostructured mixed matrix membrane for facilitated gas separation,membranes; gas separation,Twente,,10.3990/1.9789036516730,,,,,
Tao He,2001-09-14,Composite hollow fiber membranes for ion separation and removal,membranes; hollow fiber membranes,Twente,,10.3990/1.9789036516242,,,,,
Friedrich Georg Wilhelm,2001-01-19,Bipolar Membrane Electrodialysis,membranes; bipolar membranes,Twente,,10.3990/1.9789036515270,,,,,
Warner J. Nauta,2000-06-09,"Stabilisation of low density, closed cell polyethylene foam",membranes,Twente,https://research.utwente.nl/en/publications/stabilisation-of-low-density-closed-cell-polyethylene-foam/,10.3990/1.9789036514637,https://research.utwente.nl/files/6077407/t000001c.pdf,,,,"Low density, closed cell polyethylene foams show severe post-extrusion collapse when isobutane or carbon dioxide are used as physical blowing agents. The crystalline character of this layer was revealed by X-ray diffraction."
Nico F.A. van der Vegt,1998-01-01,Molecular dynamics simulations of sorption and diffusion in rubbery and glassy polymers,simulation,Twente,,,,,,,
J.J. Krol,1997-08-29,Monopolar and bipolar ion exchange membranes,ion-exchange membranes; membranes,Twente,https://research.utwente.nl/en/publications/monopolar-and-bipolar-ion-exchange-membranes/,10.3990/1.9789036509862,https://research.utwente.nl/files/6077476/t0000002.pdf,,,,
Aaltje Bos,1996-12-13,High pressure CO2/CH4 separation with glassy polymer membranes: aspects of CO2-induced plasticization,membranes; polymers,Twente,https://research.utwente.nl/en/publications/high-pressure-cosub2subchsub4sub-separation-with-glassy-polymer-m/,10.3990/1.9789036509053,https://research.utwente.nl/files/255319481/thesis_A_Bos.pdf,,,,
Marie Christiana Wijers,1996-12-06,"Supported liquid membranes for removal of heavy metals: permeability, selectivity and stability",membranes,Twente,,10.3990/1.9789036508940,,,,,
Petrus Cornelis van der Heijden,1973-08-16,A DSC-study on the demixing of binary polymer solutions,polymers,Twente,,10.3990/1.9789036516463,,,,,
Jonathan Nathaniel Barsema,1972-06-20,"Carbon Membranes Precursor, Preparation And Functionalization",membranes,Twente,,,,,,,
Thomas Harlacher,,Membrane separation processes for argon plasma gas recovery,membranes; plasma; simulation,RWTH,https://publications.rwth-aachen.de/record/229064,,,,,,In the gas permeation unit the carbon dioxide and hydrogen resulting from the water gas shift have to be separated.
Marco Scholz,,Membrane based biogas upgrading processes,membranes; gas separation; hollow fiber membranes; simulation,RWTH,https://publications.rwth-aachen.de/record/229347,,,,,,"Thus, upgrading of biogas which is the separation of carbon dioxide from the methane rich gas is more efficient and the product gas can be injected in the natural gas grid."
Kurt Kugler,,Electrochemical nitrogen reduction for ammonia synthesis,nitrogen reduction; electrochemistry,RWTH,https://publications.rwth-aachen.de/record/572765,,,,,,"To answer the question if an electrochemical NH3 synthesis process can compete with the state-of-the-art Haber process, a complete synthesis process with N2 production via air separation, NH3 synthesis in an ecMR and downstream product separation was modelled and optimized in Aspen+. For the ecMR a new model was developed in Aspen Custom…"
